Time,Links,Qiymetler,Valyuta,Yer,Məlumat,Paylaşılma vaxtı,Scrape Vaxtı,Təmirli?,Çıxarış?,Ipoteka?,Elanın_Nömrəsi,Otaq_Sayı,Sahə,Mərtəbə_raw,Mərtəbə,BinadaMaxMərtəbə,AZN/m²
2023-04-16 09:06:00,https://bina.az/items/3420691,550000.0,AZN,Nəriman Nərimanov m.,"4 otaqlı
250 m²
4/8 mərtəbə","Bakı, dünən 09:06",16/04/2023 23:08,Təmirli,Çıxarış var,İpoteka yoxdur,3420691,4,250.0,4/8,4.0,8.0,2200.0
2023-04-16 09:06:00,https://bina.az/items/3306477,339000.0,AZN,Nəriman Nərimanov m.,"3 otaqlı
169 m²
3/16 mərtəbə","Bakı, dünən 09:06",16/04/2023 23:08,Təmirli deyil,Çıxarış yoxdur,İpoteka yoxdur,3306477,3,169.0,3/16,3.0,16.0,2005.9171597633133
2023-04-16 08:11:00,https://bina.az/items/3204812,176000.0,AZN,Nərimanov r.,"3 otaqlı
81 m²
11/18 mərtəbə","Bakı, dünən 08:11",16/04/2023 23:08,Təmirli,Çıxarış var,İpoteka yoxdur,3204812,3,81.0,11/18,11.0,18.0,2172.83950617284
2023-04-16 01:48:00,https://bina.az/items/3192854,258000.0,AZN,Nəriman Nərimanov m.,"3 otaqlı
117 m²
5/17 mərtəbə","Bakı, dünən 01:48",16/04/2023 23:08,Təmirli,Çıxarış yoxdur,İpoteka yoxdur,3192854,3,117.0,5/17,5.0,17.0,2205.128205128205
2023-04-16 12:57:00,https://bina.az/items/3412017.html,324500.0,AZN,Nərimanov r.,"3 otaqlı
130 m²
8/9 mərtəbə","Bakı, dünən 12:57",16/04/2023 23:08,Təmirli,Çıxarış var,İpoteka var,3412017,3,130.0,8/9,8.0,9.0,2496.153846153846
2023-04-16 09:15:00,https://bina.az/items/3416494,350000.0,AZN,Nəriman Nərimanov m.,"3 otaqlı
180 m²
9/17 mərtəbə","Bakı, dünən 09:15",16/04/2023 23:08,Təmirli,Çıxarış var,İpoteka var,3416494,3,180.0,9/17,9.0,17.0,1944.4444444444443
2023-04-16 00:23:00,https://bina.az/items/3420594,225000.0,AZN,Nəriman Nərimanov m.,"2 otaqlı
105 m²
12/16 mərtəbə","Bakı, dünən 00:23",16/04/2023 23:08,Təmirli,Çıxarış var,İpoteka yoxdur,3420594,2,105.0,12/16,12.0,16.0,2142.8571428571427
2023-04-16 00:15:00,https://bina.az/items/3420586,260000.0,AZN,Nəriman Nərimanov m.,"2 otaqlı
140 m²
15/16 mərtəbə","Bakı, dünən 00:15",16/04/2023 23:08,Təmirli,Çıxarış var,İpoteka var,3420586,2,140.0,15/16,15.0,16.0,1857.142857142857
2023-04-16 00:02:00,https://bina.az/items/3420568,320000.0,AZN,Gənclik m.,"2 otaqlı
106 m²
12/18 mərtəbə","Bakı, dünən 00:02",16/04/2023 23:08,Təmirli,Çıxarış var,İpoteka var,3420568,2,106.0,12/18,12.0,18.0,3018.867924528302
2023-04-14 00:00:00,https://bina.az/items/3420550,258000.0,AZN,Nəriman Nərimanov m.,"3 otaqlı
116 m²
5/17 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:08,Təmirli,Çıxarış yoxdur,İpoteka yoxdur,3420550,3,116.0,5/17,5.0,17.0,2224.137931034483
2023-04-14 00:00:00,https://bina.az/items/3420551,335000.0,AZN,Nəriman Nərimanov m.,"3 otaqlı
121 m²
6/14 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:08,Təmirli,Çıxarış var,İpoteka yoxdur,3420551,3,121.0,6/14,6.0,14.0,2768.595041322314
2023-04-14 00:00:00,https://bina.az/items/3417738,284000.0,AZN,Nəriman Nərimanov m.,"3 otaqlı
117 m²
4/12 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:08,Təmirli deyil,Çıxarış var,İpoteka var,3417738,3,117.0,4/12,4.0,12.0,2427.3504273504277
2023-04-14 00:00:00,https://bina.az/items/3395299,285000.0,AZN,Nərimanov r.,"3 otaqlı
165 m²
4/15 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:08,Təmirli deyil,Çıxarış var,İpoteka yoxdur,3395299,3,165.0,4/15,4.0,15.0,1727.2727272727273
2023-04-14 00:00:00,https://bina.az/items/3339241,348000.0,AZN,Nərimanov r.,"3 otaqlı
145 m²
12/18 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:08,Təmirli,Çıxarış var,İpoteka yoxdur,3339241,3,145.0,12/18,12.0,18.0,2400.0
2023-04-14 00:00:00,https://bina.az/items/3420497,275000.0,AZN,Nərimanov r.,"3 otaqlı
127 m²
4/16 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:08,Təmirli,Çıxarış var,İpoteka var,3420497,3,127.0,4/16,4.0,16.0,2165.3543307086616
2023-04-16 10:17:00,https://bina.az/items/3146498,350000.0,AZN,Nərimanov r.,"4 otaqlı
163 m²
4/17 mərtəbə","Bakı, dünən 10:17",16/04/2023 23:08,Təmirli,Çıxarış yoxdur,İpoteka yoxdur,3146498,4,163.0,4/17,4.0,17.0,2147.239263803681
2023-04-14 00:00:00,https://bina.az/items/3402601,185000.0,AZN,Nəriman Nərimanov m.,"2 otaqlı
74 m²
6/16 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:08,Təmirli,Çıxarış var,İpoteka yoxdur,3402601,2,74.0,6/16,6.0,16.0,2500.0
2023-04-14 00:00:00,https://bina.az/items/3113245,330000.0,AZN,Nərimanov r.,"3 otaqlı
137 m²
6/16 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:08,Təmirli,Çıxarış yoxdur,İpoteka yoxdur,3113245,3,137.0,6/16,6.0,16.0,2408.7591240875918
2023-04-14 00:00:00,https://bina.az/items/3368017,325000.0,AZN,Nəriman Nərimanov m.,"3 otaqlı
130 m²
8/9 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:08,Təmirli,Çıxarış var,İpoteka yoxdur,3368017,3,130.0,8/9,8.0,9.0,2500.0
2023-04-14 00:00:00,https://bina.az/items/3399454,320000.0,AZN,Gənclik m.,"3 otaqlı
125 m²
7/16 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:08,Təmirli,Çıxarış var,İpoteka yoxdur,3399454,3,125.0,7/16,7.0,16.0,2560.0
2023-04-14 00:00:00,https://bina.az/items/3388717,325000.0,AZN,Nəriman Nərimanov m.,"3 otaqlı
125 m²
8/9 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:08,Təmirli,Çıxarış var,İpoteka var,3388717,3,125.0,8/9,8.0,9.0,2600.0
2023-04-14 00:00:00,https://bina.az/items/3420408,205000.0,AZN,Nərimanov r.,"3 otaqlı
78 m²
12/17 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:08,Təmirli,Çıxarış var,İpoteka yoxdur,3420408,3,78.0,12/17,12.0,17.0,2628.2051282051284
2023-04-14 00:00:00,https://bina.az/items/3419526,220000.0,AZN,Nəriman Nərimanov m.,"3 otaqlı
130 m²
14/20 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:08,Təmirli,Çıxarış var,İpoteka var,3419526,3,130.0,14/20,14.0,20.0,1692.3076923076924
2023-04-14 00:00:00,https://bina.az/items/3397306,287000.0,AZN,Nəriman Nərimanov m.,"4 otaqlı
174 m²
14/17 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:08,Təmirli deyil,Çıxarış yoxdur,İpoteka yoxdur,3397306,4,174.0,14/17,14.0,17.0,1649.425287356322
2023-04-14 00:00:00,https://bina.az/items/3420374,225000.0,AZN,Nəriman Nərimanov m.,"2 otaqlı
90 m²
12/15 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:08,Təmirli,Çıxarış var,İpoteka yoxdur,3420374,2,90.0,12/15,12.0,15.0,2500.0
2023-04-14 00:00:00,https://bina.az/items/3412472,133000.0,AZN,Gənclik m.,"2 otaqlı
54 m²
6/16 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli,Çıxarış var,İpoteka var,3412472,2,54.0,6/16,6.0,16.0,2462.962962962963
2023-04-14 00:00:00,https://bina.az/items/3353549,115000.0,AZN,Gənclik m.,"1 otaqlı
45 m²
3/4 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli,Çıxarış var,İpoteka yoxdur,3353549,1,45.0,3/4,3.0,4.0,2555.555555555556
2023-04-14 00:00:00,https://bina.az/items/3312333,250000.0,AZN,Nəriman Nərimanov m.,"3 otaqlı
100 m²
12/16 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli,Çıxarış var,İpoteka var,3312333,3,100.0,12/16,12.0,16.0,2500.0
2023-04-14 00:00:00,https://bina.az/items/3420317,279500.0,AZN,Nərimanov r.,"3 otaqlı
164 m²
13/17 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli deyil,Çıxarış var,İpoteka yoxdur,3420317,3,164.0,13/17,13.0,17.0,1704.2682926829268
2023-04-14 00:00:00,https://bina.az/items/3420302,155000.0,AZN,Nərimanov r.,"2 otaqlı
59.6 m²
3/22 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli,Çıxarış var,İpoteka var,3420302,2,59.6,3/22,3.0,22.0,2600.671140939597
2023-04-14 00:00:00,https://bina.az/items/3270573,295000.0,AZN,28 May m.,"3 otaqlı
158 m²
11/18 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli deyil,Çıxarış var,İpoteka var,3270573,3,158.0,11/18,11.0,18.0,1867.0886075949368
2023-04-14 00:00:00,https://bina.az/items/3419845,195000.0,AZN,Gənclik m.,"2 otaqlı
90 m²
16/18 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli,Çıxarış var,İpoteka var,3419845,2,90.0,16/18,16.0,18.0,2166.6666666666665
2023-04-14 00:00:00,https://bina.az/items/3404187,297000.0,AZN,Nərimanov r.,"3 otaqlı
160 m²
3/17 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli,Çıxarış var,İpoteka var,3404187,3,160.0,3/17,3.0,17.0,1856.25
2023-04-14 00:00:00,https://bina.az/items/3337007,270000.0,AZN,Nərimanov r.,"3 otaqlı
152 m²
6/12 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli deyil,Çıxarış var,İpoteka yoxdur,3337007,3,152.0,6/12,6.0,12.0,1776.3157894736842
2023-04-14 00:00:00,https://bina.az/items/3349736,203000.0,AZN,Nərimanov r.,"3 otaqlı
113 m²
17/18 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli,Çıxarış var,İpoteka var,3349736,3,113.0,17/18,17.0,18.0,1796.4601769911503
2023-04-14 00:00:00,https://bina.az/items/3420241,285000.0,AZN,Nərimanov r.,"3 otaqlı
128 m²
4/12 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli deyil,Çıxarış var,İpoteka var,3420241,3,128.0,4/12,4.0,12.0,2226.5625
2023-04-14 00:00:00,https://bina.az/items/3420232,273000.0,AZN,Nərimanov r.,"3 otaqlı
152 m²
3/13 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli deyil,Çıxarış var,İpoteka var,3420232,3,152.0,3/13,3.0,13.0,1796.0526315789473
2023-04-14 00:00:00,https://bina.az/items/3420206,540000.0,AZN,Gənclik m.,"4 otaqlı
160 m²
5/14 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli,Çıxarış var,İpoteka yoxdur,3420206,4,160.0,5/14,5.0,14.0,3375.0
2023-04-14 00:00:00,https://bina.az/items/3376661,125000.0,AZN,Gənclik m.,"2 otaqlı
40 m²
9/16 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli,Çıxarış var,İpoteka yoxdur,3376661,2,40.0,9/16,9.0,16.0,3125.0
2023-04-14 00:00:00,https://bina.az/items/3393615,154900.0,AZN,Gənclik m.,"2 otaqlı
55 m²
9/16 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli,Çıxarış var,İpoteka yoxdur,3393615,2,55.0,9/16,9.0,16.0,2816.3636363636365
2023-04-14 00:00:00,https://bina.az/items/3420192,190000.0,AZN,Gənclik m.,"3 otaqlı
115 m²
9/9 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli,Çıxarış var,İpoteka var,3420192,3,115.0,9/9,9.0,9.0,1652.1739130434785
2023-04-14 00:00:00,https://bina.az/items/3420189,275000.0,AZN,28 May m.,"3 otaqlı
130 m²
4/16 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli,Çıxarış var,İpoteka var,3420189,3,130.0,4/16,4.0,16.0,2115.3846153846152
2023-04-14 00:00:00,https://bina.az/items/3396092,265000.0,AZN,Nəriman Nərimanov m.,"2 otaqlı
105 m²
8/14 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli,Çıxarış var,İpoteka var,3396092,2,105.0,8/14,8.0,14.0,2523.809523809524
2023-04-14 00:00:00,https://bina.az/items/3420188,178000.0,AZN,Nəriman Nərimanov m.,"2 otaqlı
103 m²
13/14 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli deyil,Çıxarış yoxdur,İpoteka yoxdur,3420188,2,103.0,13/14,13.0,14.0,1728.1553398058252
2023-04-14 00:00:00,https://bina.az/items/3420187,190000.0,AZN,28 May m.,"2 otaqlı
70 m²
10/16 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli,Çıxarış var,İpoteka var,3420187,2,70.0,10/16,10.0,16.0,2714.285714285714
2023-04-14 00:00:00,https://bina.az/items/3323965,185000.0,AZN,Nəriman Nərimanov m.,"2 otaqlı
92 m²
17/20 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli,Çıxarış var,İpoteka yoxdur,3323965,2,92.0,17/20,17.0,20.0,2010.8695652173917
2023-04-14 00:00:00,https://bina.az/items/3351148,335000.0,AZN,Nəriman Nərimanov m.,"5 otaqlı
253 m²
8/8 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli deyil,Çıxarış var,İpoteka var,3351148,5,253.0,8/8,8.0,8.0,1324.110671936759
2023-04-14 00:00:00,https://bina.az/items/3401386,348000.0,AZN,Nəriman Nərimanov m.,"5 otaqlı
177 m²
13/16 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli deyil,Çıxarış var,İpoteka var,3401386,5,177.0,13/16,13.0,16.0,1966.1016949152545
2023-04-14 00:00:00,https://bina.az/items/3420174,205000.0,AZN,Nəriman Nərimanov m.,"2 otaqlı
105 m²
16/17 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli deyil,Çıxarış var,İpoteka var,3420174,2,105.0,16/17,16.0,17.0,1952.3809523809523
2023-04-14 00:00:00,https://bina.az/items/3347599,205000.0,AZN,Nərimanov r.,"2 otaqlı
78 m²
13/16 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli,Çıxarış var,İpoteka yoxdur,3347599,2,78.0,13/16,13.0,16.0,2628.2051282051284
2023-04-14 00:00:00,https://bina.az/items/3420151,310000.0,AZN,Nəriman Nərimanov m.,"3 otaqlı
120 m²
6/15 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli,Çıxarış var,İpoteka yoxdur,3420151,3,120.0,6/15,6.0,15.0,2583.333333333333
2023-04-14 00:00:00,https://bina.az/items/3272783,118000.0,AZN,28 May m.,"2 otaqlı
65 m²
3/16 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli deyil,Çıxarış yoxdur,İpoteka yoxdur,3272783,2,65.0,3/16,3.0,16.0,1815.3846153846157
2023-04-14 00:00:00,https://bina.az/items/3405816,136000.0,AZN,Gənclik m.,"2 otaqlı
62 m²
7/17 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli,Çıxarış yoxdur,İpoteka yoxdur,3405816,2,62.0,7/17,7.0,17.0,2193.548387096774
2023-04-14 00:00:00,https://bina.az/items/3392812,225000.0,AZN,Nərimanov r.,"4 otaqlı
180 m²
16/16 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli,Çıxarış var,İpoteka var,3392812,4,180.0,16/16,16.0,16.0,1250.0
2023-04-14 00:00:00,https://bina.az/items/3368496,244000.0,AZN,Nərimanov r.,"3 otaqlı
135 m²
15/16 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli,Çıxarış var,İpoteka var,3368496,3,135.0,15/16,15.0,16.0,1807.4074074074076
2023-04-14 00:00:00,https://bina.az/items/3420135,220000.0,AZN,28 May m.,"3 otaqlı
97 m²
5/17 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli,Çıxarış yoxdur,İpoteka yoxdur,3420135,3,97.0,5/17,5.0,17.0,2268.041237113402
2023-04-14 00:00:00,https://bina.az/items/3420093,275000.0,AZN,Nərimanov r.,"3 otaqlı
128 m²
4/14 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli,Çıxarış var,İpoteka yoxdur,3420093,3,128.0,4/14,4.0,14.0,2148.4375
2023-04-14 00:00:00,https://bina.az/items/3420116,195000.0,AZN,Gənclik m.,"2 otaqlı
70 m²
17/18 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli deyil,Çıxarış yoxdur,İpoteka yoxdur,3420116,2,70.0,17/18,17.0,18.0,2785.714285714286
2023-04-16 17:55:00,https://bina.az/items/3420102,200000.0,AZN,Nərimanov r.,"3 otaqlı
83 m²
13/16 mərtəbə","Bakı, dünən 17:55",16/04/2023 23:09,Təmirli,Çıxarış var,İpoteka var,3420102,3,83.0,13/16,13.0,16.0,2409.6385542168678
2023-04-14 00:00:00,https://bina.az/items/3350875,175000.0,AZN,Nərimanov r.,"2 otaqlı
65 m²
11/16 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli,Çıxarış yoxdur,İpoteka yoxdur,3350875,2,65.0,11/16,11.0,16.0,2692.3076923076924
2023-04-14 00:00:00,https://bina.az/items/3295458,275000.0,AZN,Nərimanov r.,"4 otaqlı
167 m²
3/14 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli,Çıxarış var,İpoteka var,3295458,4,167.0,3/14,3.0,14.0,1646.7065868263471
2023-04-14 00:00:00,https://bina.az/yasayis-kompleksleri/50,112050.0,AZN,Nərimanov r.,"2 otaqlı
49.8 m²","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli deyil,Çıxarış yoxdur,İpoteka yoxdur,YAŞAYIŞ KOMPLEKSLƏRİ,2,49.8,,,,2250.0
2023-04-14 00:00:00,https://bina.az/items/3420035,199000.0,AZN,Nəriman Nərimanov m.,"3 otaqlı
110 m²
10/19 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli,Çıxarış yoxdur,İpoteka yoxdur,3420035,3,110.0,10/19,10.0,19.0,1809.090909090909
2023-04-14 00:00:00,https://bina.az/items/3153294,300000.0,AZN,Nərimanov r.,"3 otaqlı
168 m²
5/17 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli,Çıxarış var,İpoteka yoxdur,3153294,3,168.0,5/17,5.0,17.0,1785.7142857142858
2023-04-14 00:00:00,https://bina.az/items/3377142,217000.0,AZN,Nərimanov r.,"3 otaqlı
112 m²
15/18 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli,Çıxarış var,İpoteka var,3377142,3,112.0,15/18,15.0,18.0,1937.5
2023-04-14 00:00:00,https://bina.az/items/3419996,252000.0,AZN,Nərimanov r.,"3 otaqlı
98 m²
3/17 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli,Çıxarış yoxdur,İpoteka yoxdur,3419996,3,98.0,3/17,3.0,17.0,2571.428571428572
2023-04-14 00:00:00,https://bina.az/items/3068538,174000.0,AZN,Nəriman Nərimanov m.,"2 otaqlı
72 m²
5/17 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli,Çıxarış yoxdur,İpoteka yoxdur,3068538,2,72.0,5/17,5.0,17.0,2416.6666666666665
2023-04-14 00:00:00,https://bina.az/items/3419970,285000.0,AZN,Nəriman Nərimanov m.,"4 otaqlı
180 m²
7/16 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli deyil,Çıxarış var,İpoteka var,3419970,4,180.0,7/16,7.0,16.0,1583.3333333333333
2023-04-14 00:00:00,https://bina.az/items/3419949,175000.0,AZN,Nəriman Nərimanov m.,"2 otaqlı
75 m²
14/20 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli,Çıxarış var,İpoteka yoxdur,3419949,2,75.0,14/20,14.0,20.0,2333.333333333333
2023-04-14 00:00:00,https://bina.az/items/3350721,270000.0,AZN,Gənclik m.,"3 otaqlı
151 m²
6/12 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli deyil,Çıxarış var,İpoteka yoxdur,3350721,3,151.0,6/12,6.0,12.0,1788.0794701986756
2023-04-14 00:00:00,https://bina.az/items/3419933,345000.0,AZN,Nərimanov r.,"3 otaqlı
150 m²
7/18 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli,Çıxarış yoxdur,İpoteka yoxdur,3419933,3,150.0,7/18,7.0,18.0,2300.0
2023-04-14 00:00:00,https://bina.az/items/3419925,245000.0,AZN,Nəriman Nərimanov m.,"3 otaqlı
103 m²
4/7 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli,Çıxarış var,İpoteka var,3419925,3,103.0,4/7,4.0,7.0,2378.640776699029
2023-04-14 00:00:00,https://bina.az/items/3419911,230000.0,AZN,Gənclik m.,"2 otaqlı
104 m²
11/17 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli,Çıxarış var,İpoteka var,3419911,2,104.0,11/17,11.0,17.0,2211.538461538461
2023-04-14 00:00:00,https://bina.az/items/3419902,295000.0,AZN,Nəriman Nərimanov m.,"2 otaqlı
101 m²
5/16 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli,Çıxarış var,İpoteka yoxdur,3419902,2,101.0,5/16,5.0,16.0,2920.792079207921
2023-04-14 00:00:00,https://bina.az/items/3419896,540000.0,AZN,Gənclik m.,"4 otaqlı
151 m²
5/12 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli,Çıxarış var,İpoteka yoxdur,3419896,4,151.0,5/12,5.0,12.0,3576.158940397351
2023-04-14 00:00:00,https://bina.az/items/3419882,245000.0,AZN,Nəriman Nərimanov m.,"3 otaqlı
103 m²
3/7 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli,Çıxarış var,İpoteka yoxdur,3419882,3,103.0,3/7,3.0,7.0,2378.640776699029
2023-04-14 00:00:00,https://bina.az/items/3419876,257999.0,AZN,Gənclik m.,"3 otaqlı
106 m²
3/6 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli,Çıxarış var,İpoteka var,3419876,3,106.0,3/6,3.0,6.0,2433.9528301886794
2023-04-14 00:00:00,https://bina.az/items/3419859,169000.0,AZN,Nərimanov r.,"3 otaqlı
140 m²
14/14 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli deyil,Çıxarış var,İpoteka var,3419859,3,140.0,14/14,14.0,14.0,1207.142857142857
2023-04-14 00:00:00,https://bina.az/items/3349689,200000.0,AZN,Nərimanov r.,"3 otaqlı
83 m²
13/17 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli,Çıxarış var,İpoteka yoxdur,3349689,3,83.0,13/17,13.0,17.0,2409.6385542168678
2023-04-14 00:00:00,https://bina.az/items/3388784,115000.0,AZN,Nərimanov r.,"1 otaqlı
55 m²
5/6 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli deyil,Çıxarış var,İpoteka yoxdur,3388784,1,55.0,5/6,5.0,6.0,2090.909090909091
2023-04-14 00:00:00,https://bina.az/items/3408899,147000.0,AZN,Nəriman Nərimanov m.,"2 otaqlı
65 m²
14/17 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli,Çıxarış var,İpoteka yoxdur,3408899,2,65.0,14/17,14.0,17.0,2261.538461538461
2023-04-14 00:00:00,https://bina.az/items/3419807,222000.0,AZN,Nəriman Nərimanov m.,"4 otaqlı
130 m²
6/20 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli,Çıxarış var,İpoteka var,3419807,4,130.0,6/20,6.0,20.0,1707.6923076923076
2023-04-14 00:00:00,https://bina.az/items/3388104,180000.0,AZN,8 Noyabr m.,"3 otaqlı
96 m²
3/8 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli,Çıxarış yoxdur,İpoteka yoxdur,3388104,3,96.0,3/8,3.0,8.0,1875.0
2023-04-14 00:00:00,https://bina.az/items/3374518,329000.0,AZN,Elmlər Akademiyası m.,"3 otaqlı
151 m²
3/17 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli,Çıxarış var,İpoteka var,3374518,3,151.0,3/17,3.0,17.0,2178.807947019868
2023-04-14 00:00:00,https://bina.az/items/3269634,174000.0,AZN,Nərimanov r.,"2 otaqlı
82 m²
7/17 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli,Çıxarış var,İpoteka var,3269634,2,82.0,7/17,7.0,17.0,2121.951219512195
2023-04-14 00:00:00,https://bina.az/items/3419760,320000.0,AZN,Nərimanov r.,"4 otaqlı
250 m²
8/9 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli deyil,Çıxarış var,İpoteka yoxdur,3419760,4,250.0,8/9,8.0,9.0,1280.0
2023-04-14 00:00:00,https://bina.az/items/3416763,325000.0,AZN,Nərimanov r.,"3 otaqlı
163 m²
3/16 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli,Çıxarış var,İpoteka yoxdur,3416763,3,163.0,3/16,3.0,16.0,1993.8650306748464
2023-04-14 00:00:00,https://bina.az/items/3419755,229000.0,AZN,Nərimanov r.,"3 otaqlı
160 m²
12/17 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli deyil,Çıxarış var,İpoteka yoxdur,3419755,3,160.0,12/17,12.0,17.0,1431.25
2023-04-14 00:00:00,https://bina.az/items/3095932,350000.0,AZN,Nəriman Nərimanov m.,"4 otaqlı
180.5 m²
6/18 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli,Çıxarış yoxdur,İpoteka yoxdur,3095932,4,180.5,6/18,6.0,18.0,1939.0581717451523
2023-04-14 00:00:00,https://bina.az/items/3419719,245000.0,AZN,Nəriman Nərimanov m.,"3 otaqlı
103 m²
3/7 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli,Çıxarış var,İpoteka var,3419719,3,103.0,3/7,3.0,7.0,2378.640776699029
2023-04-14 00:00:00,https://bina.az/items/3408258,275000.0,AZN,Nərimanov r.,"4 otaqlı
160 m²
3/14 mərtəbə","Bakı, 14 aprel 2023",16/04/2023 23:09,Təmirli,Çıxarış var,İpoteka var,3408258,4,160.0,3/14,3.0,14.0,1718.75
